id,date,ASNumber,UUID,TestTime,CongestionControl,MeanThroughputMbps,MinRTT,LossRate,ClientIP,StartTime,EndTime,DownloadUUID,duration,ArchiveURL,Filename,processed
ndt-q9bhl_1678902559_00000000003D4A95,2023-05-10,7738.0,ndt-q9bhl_1678902559_00000000003D4A95,2023-05-10 23:28:56.472739 UTC,bbr,0.8495949904618639,278.996,0.1787606320083734,2804:d45:c223:fe00:311c:cc1d:36e3:119b,2023-05-10 23:28:56.472685 UTC,2023-05-10 23:29:11.473246 UTC,ndt-q9bhl_1678902559_00000000003D4A95,0 days 00:00:15.000561,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T233410.508116Z-pcap-mlab2-gig02-ndt.tgz,2023/05/10/ndt-q9bhl_1678902559_00000000003D4A95.pcap.gz,True
ndt-stmd2_1678880815_0000000000308F4F,2023-05-10,8151.0,ndt-stmd2_1678880815_0000000000308F4F,2023-05-10 22:05:54.003136 UTC,bbr,3.230318333098354,74.457,0.0320076049912655,2806:103e:25:7b16:853e:b125:84f1:f96a,2023-05-10 22:05:54.003063 UTC,2023-05-10 22:06:09.003803 UTC,ndt-stmd2_1678880815_0000000000308F4F,0 days 00:00:15.000740,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T223844.895936Z-pcap-mlab2-mex02-ndt.tgz,2023/05/10/ndt-stmd2_1678880815_0000000000308F4F.pcap.gz,True
ndt-bbkwx_1678950218_000000000028CA84,2023-05-10,14593.0,ndt-bbkwx_1678950218_000000000028CA84,2023-05-10 00:42:01.740301 UTC,bbr,7.758719859782803,48.385,0.213329031545969,2605:59c8:4301:5a10:54ac:f861:9420:96d1,2023-05-10 00:42:01.740249 UTC,2023-05-10 00:42:16.741366 UTC,ndt-bbkwx_1678950218_000000000028CA84,0 days 00:00:15.001117,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T004553.302721Z-pcap-mlab3-dfw05-ndt.tgz,2023/05/10/ndt-bbkwx_1678950218_000000000028CA84.pcap.gz,True
ndt-q9766_1678740774_000000000032DB0D,2023-05-10,27831.0,ndt-q9766_1678740774_000000000032DB0D,2023-05-10 21:42:35.945439 UTC,bbr,6.518341294762007,108.163,0.0,2803:1800:4004:6808:66f6:59fa:21fe:259b,2023-05-10 21:42:35.945345 UTC,2023-05-10 21:42:50.946290 UTC,ndt-q9766_1678740774_000000000032DB0D,0 days 00:00:15.000945,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T215730.235528Z-pcap-mlab1-bog02-ndt.tgz,2023/05/10/ndt-q9766_1678740774_000000000032DB0D.pcap.gz,True
ndt-tnhcd_1679252554_00000000003EA1D5,2023-05-10,206067.0,ndt-tnhcd_1679252554_00000000003EA1D5,2023-05-10 13:17:02.325478 UTC,bbr,78.31560040032637,0.613,0.0,2a04:4a43:964f:f06e:898d:e91c:a5bd:20c,2023-05-10 13:17:02.325390 UTC,2023-05-10 13:17:17.325209 UTC,ndt-tnhcd_1679252554_00000000003EA1D5,0 days 00:00:14.999819,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T132134.353124Z-pcap-mlab3-lhr03-ndt.tgz,2023/05/10/ndt-tnhcd_1679252554_00000000003EA1D5.pcap.gz,True
ndt-gl256_1678975778_00000000003AF003,2023-05-10,18881.0,ndt-gl256_1678975778_00000000003AF003,2023-05-10 16:10:45.752196 UTC,bbr,2.0326883168215617,66.515,0.1668018998278747,2804:1b3:9900:9a1f:e56f:7b12:5ad2:111,2023-05-10 16:10:45.752145 UTC,2023-05-10 16:11:00.752406 UTC,ndt-gl256_1678975778_00000000003AF003,0 days 00:00:15.000261,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T161313.324915Z-pcap-mlab2-gig04-ndt.tgz,2023/05/10/ndt-gl256_1678975778_00000000003AF003.pcap.gz,True
ndt-km2tg_1679155460_0000000000301B54,2023-05-10,1267.0,ndt-km2tg_1679155460_0000000000301B54,2023-05-10 19:16:59.086604 UTC,bbr,10.035025084568629,27.334,0.0,2a02:b027:8010:8382:fcd2:54d5:997:2a0c,2023-05-10 19:16:59.086323 UTC,2023-05-10 19:17:14.086748 UTC,ndt-km2tg_1679155460_0000000000301B54,0 days 00:00:15.000425,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T192059.247804Z-pcap-mlab2-mil02-ndt.tgz,2023/05/10/ndt-km2tg_1679155460_0000000000301B54.pcap.gz,True
ndt-4q67r_1678918148_00000000003184DA,2023-05-10,33363.0,ndt-4q67r_1678918148_00000000003184DA,2023-05-10 00:31:07.072279 UTC,bbr,24.136482151775184,55.374,0.0007174141740543,2603:9000:e81b:5ff9:e943:c1c9:fa3a:84e8,2023-05-10 00:31:07.072217 UTC,2023-05-10 00:31:22.072597 UTC,ndt-4q67r_1678918148_00000000003184DA,0 days 00:00:15.000380,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T003309.264524Z-pcap-mlab1-mia05-ndt.tgz,2023/05/10/ndt-4q67r_1678918148_00000000003184DA.pcap.gz,True
ndt-8jk5f_1678736388_00000000003EBAC9,2023-05-10,131445.0,ndt-8jk5f_1678736388_00000000003EBAC9,2023-05-10 10:12:09.895838 UTC,bbr,4.048175082234216,226.365,0.4100837994549962,2001:44c8:4875:cd61:1:0:886c:b8f2,2023-05-10 10:12:09.895800 UTC,2023-05-10 10:12:24.896391 UTC,ndt-8jk5f_1678736388_00000000003EBAC9,0 days 00:00:15.000591,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T101459.761953Z-pcap-mlab1-hkg02-ndt.tgz,2023/05/10/ndt-8jk5f_1678736388_00000000003EBAC9.pcap.gz,True
ndt-5cqr7_1678949512_000000000027CFF4,2023-05-10,14593.0,ndt-5cqr7_1678949512_000000000027CFF4,2023-05-10 08:50:51.145097 UTC,bbr,5.340115445027451,32.379,0.0009810498676304,2406:2d40:7201:c10:34e4:af7d:6714:5521,2023-05-10 08:50:51.145018 UTC,2023-05-10 08:51:06.142840 UTC,ndt-5cqr7_1678949512_000000000027CFF4,0 days 00:00:14.997822,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T085450.040563Z-pcap-mlab2-wlg02-ndt.tgz,2023/05/10/ndt-5cqr7_1678949512_000000000027CFF4.pcap.gz,True
ndt-v7kk8_1679139800_00000000002D2B2C,2023-05-10,10620.0,ndt-v7kk8_1679139800_00000000002D2B2C,2023-05-10 15:19:28.551368 UTC,bbr,8.78854303352335,137.784,0.0,2800:484:787:4d7c:b0ab:8252:841b:641c,2023-05-10 15:19:28.551321 UTC,2023-05-10 15:19:43.551514 UTC,ndt-v7kk8_1679139800_00000000002D2B2C,0 days 00:00:15.000193,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T152522.685667Z-pcap-mlab2-bog05-ndt.tgz,2023/05/10/ndt-v7kk8_1679139800_00000000002D2B2C.pcap.gz,True
ndt-fw4g7_1678987757_000000000033DFFA,2023-05-10,8100.0,ndt-fw4g7_1678987757_000000000033DFFA,2023-05-10 21:07:59.863446 UTC,bbr,19.236630113258656,166.134,0.0,2404:f980:8:1006::1fe7,2023-05-10 21:07:59.863355 UTC,2023-05-10 21:08:14.863903 UTC,ndt-fw4g7_1678987757_000000000033DFFA,0 days 00:00:15.000548,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T212506.749776Z-pcap-mlab1-ath03-ndt.tgz,2023/05/10/ndt-fw4g7_1678987757_000000000033DFFA.pcap.gz,True
ndt-txkjw_1678867670_0000000000318773,2023-05-10,18881.0,ndt-txkjw_1678867670_0000000000318773,2023-05-10 15:57:41.119828 UTC,bbr,12.520373651578112,24.831,0.0827071155405967,2804:1b3:8201:2057:4896:86fd:91f9:89d2,2023-05-10 15:57:41.119773 UTC,2023-05-10 15:57:56.120609 UTC,ndt-txkjw_1678867670_0000000000318773,0 days 00:00:15.000836,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T162645.986493Z-pcap-mlab2-gru03-ndt.tgz,2023/05/10/ndt-txkjw_1678867670_0000000000318773.pcap.gz,True
ndt-jvrgn_1679028401_00000000002C2BAA,2023-05-10,5410.0,ndt-jvrgn_1679028401_00000000002C2BAA,2023-05-10 11:53:41.376119 UTC,bbr,48.78219377959704,2.819,0.0038989596709534,2a04:cec0:f066:7c13:0:12:d5fc:5901,2023-05-10 11:53:41.376044 UTC,2023-05-10 11:53:56.376057 UTC,ndt-jvrgn_1679028401_00000000002C2BAA,0 days 00:00:15.000013,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T115700.904244Z-pcap-mlab3-par02-ndt.tgz,2023/05/10/ndt-jvrgn_1679028401_00000000002C2BAA.pcap.gz,True
ndt-s8lw5_1679223548_0000000000301222,2023-05-10,28283.0,ndt-s8lw5_1679223548_0000000000301222,2023-05-10 22:21:57.786133 UTC,bbr,10.972102030230388,11.308,0.0,2804:378:8173:b00:21f5:9d0f:21d2:8cb9,2023-05-10 22:21:57.786078 UTC,2023-05-10 22:22:12.786497 UTC,ndt-s8lw5_1679223548_0000000000301222,0 days 00:00:15.000419,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T222531.425455Z-pcap-mlab1-fln01-ndt.tgz,2023/05/10/ndt-s8lw5_1679223548_0000000000301222.pcap.gz,True
ndt-tklk4_1678837808_0000000000301155,2023-05-10,12322.0,ndt-tklk4_1678837808_0000000000301155,2023-05-10 16:24:52.786779 UTC,bbr,26.197250726566992,24.659,0.0725304603318984,2a01:e0a:d02:bba0:9d61:886:ec33:96b6,2023-05-10 16:24:52.786713 UTC,2023-05-10 16:25:07.787760 UTC,ndt-tklk4_1678837808_0000000000301155,0 days 00:00:15.001047,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T163757.771319Z-pcap-mlab3-bru02-ndt.tgz,2023/05/10/ndt-tklk4_1678837808_0000000000301155.pcap.gz,True
ndt-5r4ln_1678977915_00000000003B1268,2023-05-10,14593.0,ndt-5r4ln_1678977915_00000000003B1268,2023-05-10 01:56:17.801562 UTC,bbr,65.98016379596554,40.0,0.1287343119271617,2605:59c8:14c0:7010:85f:c495:5cd7:1c29,2023-05-10 01:56:17.801476 UTC,2023-05-10 01:56:32.802455 UTC,ndt-5r4ln_1678977915_00000000003B1268,0 days 00:00:15.000979,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T015827.275833Z-pcap-mlab2-ord06-ndt.tgz,2023/05/10/ndt-5r4ln_1678977915_00000000003B1268.pcap.gz,True
ndt-pv8sm_1678985983_00000000003A3ACE,2023-05-10,27699.0,ndt-pv8sm_1678985983_00000000003A3ACE,2023-05-10 14:53:30.340883 UTC,bbr,3.753115206203737,13.559,0.0005510941681573,2804:431:d71d:78c4:d8db:61b4:a98c:5525,2023-05-10 14:53:30.340771 UTC,2023-05-10 14:53:45.340804 UTC,ndt-pv8sm_1678985983_00000000003A3ACE,0 days 00:00:15.000033,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T145545.512521Z-pcap-mlab3-gig01-ndt.tgz,2023/05/10/ndt-pv8sm_1678985983_00000000003A3ACE.pcap.gz,True
ndt-qpzv5_1679171653_00000000003E7B52,2023-05-10,20115.0,ndt-qpzv5_1679171653_00000000003E7B52,2023-05-10 20:50:41.678782 UTC,bbr,53.3334812490894,26.785,0.0015570809181587,2600:6c63:633f:52c5:4886:5b5a:d39f:9763,2023-05-10 20:50:41.678722 UTC,2023-05-10 20:50:56.679470 UTC,ndt-qpzv5_1679171653_00000000003E7B52,0 days 00:00:15.000748,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T205307.720367Z-pcap-mlab1-dfw08-ndt.tgz,2023/05/10/ndt-qpzv5_1679171653_00000000003E7B52.pcap.gz,True
ndt-kqff9_1678849969_00000000001E6BD6,2023-04-14,49981.0,ndt-kqff9_1678849969_00000000001E6BD6,2023-04-14 03:18:36.479309 UTC,bbr,0.0,0.0,0.0,89.39.107.191,2023-04-14 03:18:36.479218 UTC,2023-04-14 03:18:51.479745 UTC,ndt-kqff9_1678849969_00000000001E6BD6,0 days 00:00:15.000527,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T032037.249006Z-pcap-mlab3-ams05-ndt.tgz,2023/04/14/ndt-kqff9_1678849969_00000000001E6BD6.pcap.gz,True
ndt-79qvv_1679076593_0000000000173D70,2023-04-14,15557.0,ndt-79qvv_1679076593_0000000000173D70,2023-04-14 15:28:41.750309 UTC,bbr,0.0,0.0,0.0,2a02:8440:5200:5b3:7c9f:1153:7368:1752,2023-04-14 15:28:41.750116 UTC,2023-04-14 15:28:56.750885 UTC,ndt-79qvv_1679076593_0000000000173D70,0 days 00:00:15.000769,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T153122.869432Z-pcap-mlab3-mrs01-ndt.tgz,2023/04/14/ndt-79qvv_1679076593_0000000000173D70.pcap.gz,True
ndt-xdvtw_1678816063_000000000027B756,2023-04-14,13037.0,ndt-xdvtw_1678816063_000000000027B756,2023-04-14 07:00:56.364576 UTC,bbr,0.0,0.0,0.0,217.155.201.185,2023-04-14 07:00:56.364506 UTC,2023-04-14 07:01:11.364589 UTC,ndt-xdvtw_1678816063_000000000027B756,0 days 00:00:15.000083,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T070133.850871Z-pcap-mlab1-dub01-ndt.tgz,2023/04/14/ndt-xdvtw_1678816063_000000000027B756.pcap.gz,True
ndt-7h4d9_1678977915_00000000001ED34A,2023-04-14,10796.0,ndt-7h4d9_1678977915_00000000001ED34A,2023-04-14 00:05:38.970821 UTC,bbr,0.0,0.0,0.0,65.25.212.241,2023-04-14 00:05:38.970733 UTC,2023-04-14 00:05:53.971457 UTC,ndt-7h4d9_1678977915_00000000001ED34A,0 days 00:00:15.000724,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T001615.418222Z-pcap-mlab2-ord06-ndt.tgz,2023/04/14/ndt-7h4d9_1678977915_00000000001ED34A.pcap.gz,True
ndt-d7jtn_1678887653_0000000000175CC9,2023-04-14,15557.0,ndt-d7jtn_1678887653_0000000000175CC9,2023-04-14 12:22:56.841699 UTC,bbr,0.0,0.0,0.0,2a02:8440:2116:5848:0:45:6575:4801,2023-04-14 12:22:56.841555 UTC,2023-04-14 12:23:11.841304 UTC,ndt-d7jtn_1678887653_0000000000175CC9,0 days 00:00:14.999749,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T122345.491132Z-pcap-mlab2-par03-ndt.tgz,2023/04/14/ndt-d7jtn_1678887653_0000000000175CC9.pcap.gz,True
ndt-tzv7r_1678866200_000000000020E164,2023-04-14,2514.0,ndt-tzv7r_1678866200_000000000020E164,2023-04-14 01:45:08.056324 UTC,bbr,0.0,0.0,0.0,211.2.161.98,2023-04-14 01:45:08.056250 UTC,2023-04-14 01:45:23.056422 UTC,ndt-tzv7r_1678866200_000000000020E164,0 days 00:00:15.000172,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T014606.627196Z-pcap-mlab3-hnd02-ndt.tgz,2023/04/14/ndt-tzv7r_1678866200_000000000020E164.pcap.gz,True
ndt-virtual-z5v7w_1676247423_0000000000860E52,2023-04-14,18209.0,ndt-virtual-z5v7w_1676247423_0000000000860E52,2023-04-14 11:22:41.927600 UTC,bbr,0.0,0.0,0.0,124.123.19.68,2023-04-14 11:22:41.927542 UTC,2023-04-14 11:22:56.927644 UTC,ndt-virtual-z5v7w_1676247423_0000000000860E52,0 days 00:00:15.000102,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T112419.415915Z-pcap-mlab2-bom03-ndt.tgz,2023/04/14/ndt-virtual-z5v7w_1676247423_0000000000860E52.pcap.gz,True
ndt-nmj2q_1679153925_000000000046B80B,2023-04-14,133656.0,ndt-nmj2q_1679153925_000000000046B80B,2023-04-14 04:20:05.464233 UTC,bbr,0.0,0.0,0.0,103.191.101.243,2023-04-14 04:20:05.464182 UTC,2023-04-14 04:20:20.464317 UTC,ndt-nmj2q_1679153925_000000000046B80B,0 days 00:00:15.000135,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T042153.804119Z-pcap-mlab3-maa02-ndt.tgz,2023/04/14/ndt-nmj2q_1679153925_000000000046B80B.pcap.gz,True
ndt-rp4k6_1678762390_000000000021A341,2023-04-14,30722.0,ndt-rp4k6_1678762390_000000000021A341,2023-04-14 06:02:42.248868 UTC,bbr,0.0,0.0,0.0,176.242.8.223,2023-04-14 06:02:42.248747 UTC,2023-04-14 06:02:57.249772 UTC,ndt-rp4k6_1678762390_000000000021A341,0 days 00:00:15.001025,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T061045.941862Z-pcap-mlab3-mil03-ndt.tgz,2023/04/14/ndt-rp4k6_1678762390_000000000021A341.pcap.gz,True
ndt-lwhf9_1679030159_000000000019C8F4,2023-04-14,3257.0,ndt-lwhf9_1679030159_000000000019C8F4,2023-04-14 13:34:07.671330 UTC,bbr,0.0,0.0,0.0,2001:668:1f:fe23:100::10,2023-04-14 13:34:07.671273 UTC,2023-04-14 13:34:22.671648 UTC,ndt-lwhf9_1679030159_000000000019C8F4,0 days 00:00:15.000375,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T134722.533064Z-pcap-mlab2-fra05-ndt.tgz,2023/04/14/ndt-lwhf9_1679030159_000000000019C8F4.pcap.gz,True
ndt-2n9nj_1679015525_000000000018168F,2023-04-14,16232.0,ndt-2n9nj_1679015525_000000000018168F,2023-04-14 10:49:02.047919 UTC,bbr,0.0,0.0,0.0,2.199.67.17,2023-04-14 10:49:02.047810 UTC,2023-04-14 10:49:17.048612 UTC,ndt-2n9nj_1679015525_000000000018168F,0 days 00:00:15.000802,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T105017.679310Z-pcap-mlab3-trn02-ndt.tgz,2023/04/14/ndt-2n9nj_1679015525_000000000018168F.pcap.gz,True
ndt-qnqcs_1678956331_00000000001A3A78,2023-04-14,328977.0,ndt-qnqcs_1678956331_00000000001A3A78,2023-04-14 20:11:15.417937 UTC,bbr,0.0,0.0,0.0,102.217.157.217,2023-04-14 20:11:15.417854 UTC,2023-04-14 20:11:30.418807 UTC,ndt-qnqcs_1678956331_00000000001A3A78,0 days 00:00:15.000953,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T201716.715346Z-pcap-mlab3-nbo01-ndt.tgz,2023/04/14/ndt-qnqcs_1678956331_00000000001A3A78.pcap.gz,True
ndt-kvf8c_1678989230_0000000000225ADB,2023-04-14,62240.0,ndt-kvf8c_1678989230_0000000000225ADB,2023-04-14 13:42:14.191690 UTC,bbr,0.0,0.0,0.0,45.144.113.50,2023-04-14 13:42:14.191627 UTC,2023-04-14 13:42:29.191935 UTC,ndt-kvf8c_1678989230_0000000000225ADB,0 days 00:00:15.000308,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T134632.149497Z-pcap-mlab1-lga04-ndt.tgz,2023/04/14/ndt-kvf8c_1678989230_0000000000225ADB.pcap.gz,True
ndt-virtual-wwfw5_1681085466_0000000000014E52,2023-04-14,15557.0,ndt-virtual-wwfw5_1681085466_0000000000014E52,2023-04-14 09:12:10.952530 UTC,bbr,0.0,0.0,0.0,2a02:8440:2404:a629:0:22:631:c001,2023-04-14 09:12:10.952498 UTC,2023-04-14 09:12:25.953604 UTC,ndt-virtual-wwfw5_1681085466_0000000000014E52,0 days 00:00:15.001106,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T093257.070899Z-pcap-mlab1-par08-ndt.tgz,2023/04/14/ndt-virtual-wwfw5_1681085466_0000000000014E52.pcap.gz,True
ndt-4gxsk_1679035831_00000000001B95C9,2023-04-14,22703.0,ndt-4gxsk_1679035831_00000000001B95C9,2023-04-14 14:52:11.073407 UTC,bbr,0.0,0.0,0.0,162.95.216.224,2023-04-14 14:52:11.073348 UTC,2023-04-14 14:52:26.074061 UTC,ndt-4gxsk_1679035831_00000000001B95C9,0 days 00:00:15.000713,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T150046.189257Z-pcap-mlab3-iad04-ndt.tgz,2023/04/14/ndt-4gxsk_1679035831_00000000001B95C9.pcap.gz,True
ndt-lzkpd_1678950986_00000000001C460E,2023-04-14,29975.0,ndt-lzkpd_1678950986_00000000001C460E,2023-04-14 18:15:54.890771 UTC,bbr,0.0,0.0,0.0,41.13.96.187,2023-04-14 18:15:54.890288 UTC,2023-04-14 18:16:09.890525 UTC,ndt-lzkpd_1678950986_00000000001C460E,0 days 00:00:15.000237,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T182349.146278Z-pcap-mlab3-mpm02-ndt.tgz,2023/04/14/ndt-lzkpd_1678950986_00000000001C460E.pcap.gz,True
ndt-64bzb_1678901765_00000000004CDBE5,2023-04-14,55832.0,ndt-64bzb_1678901765_00000000004CDBE5,2023-04-14 06:41:43.239211 UTC,bbr,0.0,0.0,0.0,45.64.17.28,2023-04-14 06:41:43.239151 UTC,2023-04-14 06:41:58.239360 UTC,ndt-64bzb_1678901765_00000000004CDBE5,0 days 00:00:15.000209,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T064215.337903Z-pcap-mlab1-maa01-ndt.tgz,2023/04/14/ndt-64bzb_1678901765_00000000004CDBE5.pcap.gz,True
ndt-pkzkw_1678990775_000000000054098D,2023-04-14,17488.0,ndt-pkzkw_1678990775_000000000054098D,2023-04-14 23:08:13.822513 UTC,bbr,0.0,0.0,0.0,115.98.232.117,2023-04-14 23:08:13.822415 UTC,2023-04-14 23:08:28.822840 UTC,ndt-pkzkw_1678990775_000000000054098D,0 days 00:00:15.000425,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T231921.947098Z-pcap-mlab1-maa02-ndt.tgz,2023/04/14/ndt-pkzkw_1678990775_000000000054098D.pcap.gz,True
ndt-4wzm7_1678898969_0000000000342869,2023-04-14,45727.0,ndt-4wzm7_1678898969_0000000000342869,2023-04-14 09:20:36.975509 UTC,bbr,0.0,0.0,0.0,114.142.170.48,2023-04-14 09:20:36.975453 UTC,2023-04-14 09:20:51.975669 UTC,ndt-4wzm7_1678898969_0000000000342869,0 days 00:00:15.000216,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T092631.643411Z-pcap-mlab3-sin01-ndt.tgz,2023/04/14/ndt-4wzm7_1678898969_0000000000342869.pcap.gz,True
ndt-qnqcs_1678956331_00000000001A36E2,2023-04-14,12455.0,ndt-qnqcs_1678956331_00000000001A36E2,2023-04-14 12:36:58.809046 UTC,bbr,0.0,0.0,0.0,154.122.172.41,2023-04-14 12:36:58.808974 UTC,2023-04-14 12:37:13.809477 UTC,ndt-qnqcs_1678956331_00000000001A36E2,0 days 00:00:15.000503,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T130150.934920Z-pcap-mlab3-nbo01-ndt.tgz,2023/04/14/ndt-qnqcs_1678956331_00000000001A36E2.pcap.gz,True
ndt-8lw7z_1678975778_00000000001F3EFD,2023-04-14,270938.0,ndt-8lw7z_1678975778_00000000001F3EFD,2023-04-14 23:51:30.024826 UTC,bbr,0.0,0.0,0.0,2804:73cc:1039:fc00:a598:486a:76c6:c4ad,2023-04-14 23:51:30.024753 UTC,2023-04-14 23:51:45.025144 UTC,ndt-8lw7z_1678975778_00000000001F3EFD,0 days 00:00:15.000391,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T235533.716834Z-pcap-mlab2-gig04-ndt.tgz,2023/04/14/ndt-8lw7z_1678975778_00000000001F3EFD.pcap.gz,True
ndt-lvnc5_1679017980_000000000032023F,2023-04-14,4761.0,ndt-lvnc5_1679017980_000000000032023F,2023-04-14 13:21:57.658724 UTC,bbr,0.0,0.0,0.0,114.5.252.144,2023-04-14 13:21:57.658686 UTC,2023-04-14 13:22:12.659198 UTC,ndt-lvnc5_1679017980_000000000032023F,0 days 00:00:15.000512,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T132326.695903Z-pcap-mlab1-sin01-ndt.tgz,2023/04/14/ndt-lvnc5_1679017980_000000000032023F.pcap.gz,True
ndt-k9fhx_1679122023_0000000000379C1A,2023-04-14,10029.0,ndt-k9fhx_1679122023_0000000000379C1A,2023-04-14 10:47:15.305544 UTC,bbr,0.0,0.0,0.0,125.63.117.158,2023-04-14 10:47:15.305486 UTC,2023-04-14 10:47:30.306093 UTC,ndt-k9fhx_1679122023_0000000000379C1A,0 days 00:00:15.000607,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T104756.459500Z-pcap-mlab2-del02-ndt.tgz,2023/04/14/ndt-k9fhx_1679122023_0000000000379C1A.pcap.gz,True
ndt-kvf8c_1678989230_00000000002286C4,2023-04-14,701.0,ndt-kvf8c_1678989230_00000000002286C4,2023-04-14 10:50:53.730646 UTC,bbr,0.0,0.0,0.0,2600:4040:5f0e:2900:1d14:deeb:d3e0:ee72,2023-04-14 10:50:53.730562 UTC,2023-04-14 10:51:08.731410 UTC,ndt-kvf8c_1678989230_00000000002286C4,0 days 00:00:15.000848,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T110145.185524Z-pcap-mlab1-lga04-ndt.tgz,2023/04/14/ndt-kvf8c_1678989230_00000000002286C4.pcap.gz,True
ndt-4wzm7_1678898969_00000000003531B3,2023-04-14,23700.0,ndt-4wzm7_1678898969_00000000003531B3,2023-04-14 10:19:19.408454 UTC,bbr,0.0,0.0,0.0,149.108.95.57,2023-04-14 10:19:19.408370 UTC,2023-04-14 10:19:34.408455 UTC,ndt-4wzm7_1678898969_00000000003531B3,0 days 00:00:15.000085,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T102319.949058Z-pcap-mlab3-sin01-ndt.tgz,2023/04/14/ndt-4wzm7_1678898969_00000000003531B3.pcap.gz,True
ndt-h6j5q_1678908147_000000000024E888,2023-04-14,206067.0,ndt-h6j5q_1678908147_000000000024E888,2023-04-14 18:17:29.784356 UTC,bbr,0.0,0.0,0.0,2a04:4a43:4a9f:d22e:8989:afc6:4575:fbba,2023-04-14 18:17:29.784302 UTC,2023-04-14 18:17:44.784763 UTC,ndt-h6j5q_1678908147_000000000024E888,0 days 00:00:15.000461,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T182123.842910Z-pcap-mlab1-lhr08-ndt.tgz,2023/04/14/ndt-h6j5q_1678908147_000000000024E888.pcap.gz,True
ndt-virtual-lx7tf_1681322946_0000000000013E91,2023-04-14,2518.0,ndt-virtual-lx7tf_1681322946_0000000000013E91,2023-04-14 12:49:28.133614 UTC,bbr,46.32659902742868,12.47,0.3297618010501391,2404:7a84:3b21:9200:7078:52c5:a44a:7793,2023-04-14 12:49:28.133565 UTC,2023-04-14 12:49:43.134275 UTC,ndt-virtual-lx7tf_1681322946_0000000000013E91,0 days 00:00:15.000710,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T125246.636038Z-pcap-mlab3-hnd06-ndt.tgz,2023/04/14/ndt-virtual-lx7tf_1681322946_0000000000013E91.pcap.gz,True
ndt-virtual-l6nmf_1680481726_000000000018DF52,2023-04-14,131269.0,ndt-virtual-l6nmf_1680481726_000000000018DF52,2023-04-14 10:46:36.737760 UTC,bbr,0.2710145185110691,145.829,0.0,2406:7400:35:1c7f:ac45:931b:2f71:59bf,2023-04-14 10:46:36.737728 UTC,2023-04-14 10:46:51.737945 UTC,ndt-virtual-l6nmf_1680481726_000000000018DF52,0 days 00:00:15.000217,gs://archive-measurement-lab/ndt/pcap/2023/04/14/20230414T104747.454159Z-pcap-mlab3-bom03-ndt.tgz,2023/04/14/ndt-virtual-l6nmf_1680481726_000000000018DF52.pcap.gz,True
